#:GATKReport.v1.1:5
#:GATKTable:10:1:%s:%s:%s:%s:%s:%s:%s:%s:%s:%s:;
#:GATKTable:Concat:Job logs for Concat
jobName                           exechosts  startTime      formattedStartTime    analysisName  iteration  intermediate  formattedDoneTime     runtime  doneTime     
ExampleUnifiedGenotyper-1-67_147  sparkdmz0  1353331552249  12-11-19 8:25:52:249  Concat                1  false         12-11-19 8:25:52:251        2  1353331552251

#:GATKTable:10:1:%s:%s:%s:%s:%s:%s:%s:%s:%s:%s:;
#:GATKTable:Gather:Job logs for Gather
jobName                           exechosts    startTime      formattedStartTime    analysisName  iteration  intermediate  formattedDoneTime     runtime  doneTime     
ExampleUnifiedGenotyper-1-66_177  canoespark1  1353331522446  12-11-19 8:25:22:446  Gather                1  false         12-11-19 8:25:37:721    15275  1353331537721

#:GATKTable:10:1:%s:%s:%s:%s:%s:%s:%s:%s:%s:%s:;
#:GATKTable:LocusScatterFunction:Job logs for LocusScatterFunction
jobName                          exechosts  startTime      formattedStartTime    analysisName          iteration  intermediate  formattedDoneTime     runtime  doneTime     
ExampleUnifiedGenotyper-1-1_181  sparkdmz0  1353331462222  12-11-19 8:24:22:222  LocusScatterFunction          1  true          12-11-19 8:24:22:259       37  1353331462259

#:GATKTable:10:64:%s:%s:%s:%s:%s:%s:%s:%s:%s:%s:;
#:GATKTable:UnifiedGenotyper:Job logs for UnifiedGenotyper
jobName                           exechosts    startTime      formattedStartTime    analysisName      iteration  intermediate  formattedDoneTime     runtime  doneTime     
ExampleUnifiedGenotyper-1-21_134  canoespark0  1353331492612  12-11-19 8:24:52:612  UnifiedGenotyper          1  true          12-11-19 8:25:08:447    15835  1353331508447
ExampleUnifiedGenotyper-1-38_135  canoespark1  1353331492815  12-11-19 8:24:52:815  UnifiedGenotyper          1  true          12-11-19 8:25:08:446    15631  1353331508446
ExampleUnifiedGenotyper-1-57_136  canoespark0  1353331493033  12-11-19 8:24:53:033  UnifiedGenotyper          1  true          12-11-19 8:25:08:855    15822  1353331508855
ExampleUnifiedGenotyper-1-42_137  canoespark1  1353331492867  12-11-19 8:24:52:867  UnifiedGenotyper          1  true          12-11-19 8:25:08:192    15325  1353331508192
ExampleUnifiedGenotyper-1-53_138  canoespark0  1353331492993  12-11-19 8:24:52:993  UnifiedGenotyper          1  true          12-11-19 8:25:08:468    15475  1353331508468
ExampleUnifiedGenotyper-1-64_139  canoespark3  1353331493122  12-11-19 8:24:53:122  UnifiedGenotyper          1  true          12-11-19 8:25:09:124    16002  1353331509124
ExampleUnifiedGenotyper-1-32_140  canoespark3  1353331492746  12-11-19 8:24:52:746  UnifiedGenotyper          1  true          12-11-19 8:25:08:850    16104  1353331508850
ExampleUnifiedGenotyper-1-17_141  canoespark0  1353331492556  12-11-19 8:24:52:556  UnifiedGenotyper          1  true          12-11-19 8:25:08:150    15594  1353331508150
ExampleUnifiedGenotyper-1-37_142  canoespark0  1353331492803  12-11-19 8:24:52:803  UnifiedGenotyper          1  true          12-11-19 8:25:08:533    15730  1353331508533
ExampleUnifiedGenotyper-1-65_143  canoespark0  1353331493132  12-11-19 8:24:53:132  UnifiedGenotyper          1  true          12-11-19 8:25:08:989    15857  1353331508989
ExampleUnifiedGenotyper-1-60_144  canoespark3  1353331493069  12-11-19 8:24:53:069  UnifiedGenotyper          1  true          12-11-19 8:25:08:672    15603  1353331508672
ExampleUnifiedGenotyper-1-14_145  canoespark1  1353331492520  12-11-19 8:24:52:520  UnifiedGenotyper          1  true          12-11-19 8:25:08:005    15485  1353331508005
ExampleUnifiedGenotyper-1-62_146  canoespark1  1353331493103  12-11-19 8:24:53:103  UnifiedGenotyper          1  true          12-11-19 8:25:09:089    15986  1353331509089
ExampleUnifiedGenotyper-1-33_148  canoespark0  1353331492759  12-11-19 8:24:52:759  UnifiedGenotyper          1  true          12-11-19 8:25:08:440    15681  1353331508440
ExampleUnifiedGenotyper-1-2_149   canoespark1  1353331492253  12-11-19 8:24:52:253  UnifiedGenotyper          1  true          12-11-19 8:25:08:189    15936  1353331508189
ExampleUnifiedGenotyper-1-5_150   canoespark0  1353331492398  12-11-19 8:24:52:398  UnifiedGenotyper          1  true          12-11-19 8:25:08:422    16024  1353331508422
ExampleUnifiedGenotyper-1-28_151  canoespark3  1353331492703  12-11-19 8:24:52:703  UnifiedGenotyper          1  true          12-11-19 8:25:08:059    15356  1353331508059
ExampleUnifiedGenotyper-1-47_152  canoespark2  1353331492928  12-11-19 8:24:52:928  UnifiedGenotyper          1  true          12-11-19 8:25:08:700    15772  1353331508700
ExampleUnifiedGenotyper-1-19_153  canoespark2  1353331492583  12-11-19 8:24:52:583  UnifiedGenotyper          1  true          12-11-19 8:25:07:973    15390  1353331507973
ExampleUnifiedGenotyper-1-3_154   canoespark2  1353331492355  12-11-19 8:24:52:355  UnifiedGenotyper          1  true          12-11-19 8:25:08:273    15918  1353331508273
ExampleUnifiedGenotyper-1-52_155  canoespark3  1353331492982  12-11-19 8:24:52:982  UnifiedGenotyper          1  true          12-11-19 8:25:08:537    15555  1353331508537
ExampleUnifiedGenotyper-1-16_156  canoespark3  1353331492544  12-11-19 8:24:52:544  UnifiedGenotyper          1  true          12-11-19 8:25:08:165    15621  1353331508165
ExampleUnifiedGenotyper-1-43_157  canoespark2  1353331492880  12-11-19 8:24:52:880  UnifiedGenotyper          1  true          12-11-19 8:25:08:780    15900  1353331508780
ExampleUnifiedGenotyper-1-45_158  canoespark0  1353331492903  12-11-19 8:24:52:903  UnifiedGenotyper          1  true          12-11-19 8:25:08:651    15748  1353331508651
ExampleUnifiedGenotyper-1-31_159  canoespark2  1353331492731  12-11-19 8:24:52:731  UnifiedGenotyper          1  true          12-11-19 8:25:08:520    15789  1353331508520
ExampleUnifiedGenotyper-1-24_160  canoespark3  1353331492652  12-11-19 8:24:52:652  UnifiedGenotyper          1  true          12-11-19 8:25:07:998    15346  1353331507998
ExampleUnifiedGenotyper-1-9_161   canoespark0  1353331492449  12-11-19 8:24:52:449  UnifiedGenotyper          1  true          12-11-19 8:25:08:496    16047  1353331508496
ExampleUnifiedGenotyper-1-41_162  canoespark0  1353331492852  12-11-19 8:24:52:852  UnifiedGenotyper          1  true          12-11-19 8:25:08:549    15697  1353331508549
ExampleUnifiedGenotyper-1-40_163  canoespark3  1353331492842  12-11-19 8:24:52:842  UnifiedGenotyper          1  true          12-11-19 8:25:08:455    15613  1353331508455
